order,season,episode,character_killed,killer,method,method_cat,location,importance
5677,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5678,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5679,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5680,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5681,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5682,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5683,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5684,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5685,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5686,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5687,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5688,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5689,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5690,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5691,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5692,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5693,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5694,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5695,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5696,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5697,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5698,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5699,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5700,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5701,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5702,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5703,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5704,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5705,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5706,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5707,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5708,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5709,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5710,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5711,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5712,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5713,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5714,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5715,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5716,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5717,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5718,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5719,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5720,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5721,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5722,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5723,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5724,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5725,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5726,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5727,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5728,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5729,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5730,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5731,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5732,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5733,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5734,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5735,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5736,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5737,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5738,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5739,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5740,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5741,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5742,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5743,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5744,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5745,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5746,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5747,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5748,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5749,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5750,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5751,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5752,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5753,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5754,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5755,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5756,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5757,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5758,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5759,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5760,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5761,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5762,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5763,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5764,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5765,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5766,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5767,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5768,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5769,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5770,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5771,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5772,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5773,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5774,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5775,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5776,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5777,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5778,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5779,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5780,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5781,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5782,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5783,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5784,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5785,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5786,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5787,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5788,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5789,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5790,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5791,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5792,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5793,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5794,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5795,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5796,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5797,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5798,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5799,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5800,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5801,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5802,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5803,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5804,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5805,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5806,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5807,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5808,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5809,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5810,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5811,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5812,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5813,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5814,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5815,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5816,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5817,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5818,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5819,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5820,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5821,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5822,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5823,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5824,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5825,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5826,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5827,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5828,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5829,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5830,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5831,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5832,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5833,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5834,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5835,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5836,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5837,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5838,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5839,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5840,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5841,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5842,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5843,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5844,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5845,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5846,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5847,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5848,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5849,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5850,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5851,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5852,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5853,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5854,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5855,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5856,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5857,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5858,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5859,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5860,8,3,Wight,Arya Stark,Magic,Magic,Winterfell,1.0
5861,8,3,Jorah Mormont,Wight,Sword,Blade,Winterfell,4.0
5862,8,3,Melisandre “the Red Woman” of Asshai,Melisandre “the Red Woman” of Asshai,Magic,Magic,Winterfell,4.0
5863,8,4,Rhaegal,Euron Greyjoy,Scorpion bolt,Arrow,Dragonstone,4.0
5864,8,4,Missandei,Gregor “the Mountain” Clegane,Sword,Blade,King’s Landing,4.0
5865,8,5,Varys,Drogon,Dragonfire,Animal,Dragonstone,4.0
5866,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5867,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5868,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5869,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5870,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5871,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5872,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5873,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5874,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5875,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5876,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5877,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5878,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5879,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5880,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5881,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5882,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5883,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5884,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5885,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5886,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5887,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5888,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5889,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5890,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5891,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5892,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5893,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5894,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5895,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5896,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5897,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5898,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5899,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5900,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5901,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5902,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5903,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5904,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5905,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5906,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5907,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5908,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5909,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5910,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5911,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5912,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5913,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5914,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5915,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5916,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5917,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5918,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5919,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5920,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5921,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5922,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5923,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5924,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5925,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5926,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5927,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5928,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5929,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5930,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5931,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5932,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5933,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5934,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5935,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5936,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5937,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5938,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5939,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5940,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5941,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5942,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5943,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5944,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5945,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5946,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5947,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5948,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5949,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5950,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5951,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5952,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5953,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5954,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5955,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5956,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5957,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5958,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5959,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5960,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5961,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5962,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5963,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5964,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5965,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5966,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5967,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5968,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5969,8,5,Lannister soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5970,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5971,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5972,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5973,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5974,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5975,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5976,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5977,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5978,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5979,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5980,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5981,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5982,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5983,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5984,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5985,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5986,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5987,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5988,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5989,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5990,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5991,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5992,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5993,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5994,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5995,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5996,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5997,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5998,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
5999,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6000,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6001,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6002,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6003,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6004,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6005,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6006,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6007,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6008,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6009,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6010,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
6011,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,King’s Landing,1.0
